"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","mflopswatt","how.g","notes.g","year.g","name.g","totalcores.g","computer.g","site.g","manufacturer.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","nmax.g","nhalf.g","architecture.g","processor.g","processortechnology.g","processorspeedmhz.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax.t","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t","rmax"
"149",2014-11-01,138,-3.672,149,119,344317,369.9,930.8380643,"Top500","",2013,"",17980,"Cluster Platform SL230s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR","Indian Institute of Technology - Kanpur","Hewlett-Packard","India","Academic",0,"359600",3486976,0,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","South-central Asia","Asia",118,42,130,"","Cluster Platform SL230s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR","Indian Institute of Technology - Kanpur","Hewlett-Packard","India",2013,"Academic",17980,0,"344317",359600,3486976,0,369.9,930.84,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","South-central Asia","Asia",344317
"122",2014-11-01,139,-3.673,122,175,407240,519,784.6628131,"Top500","",2012,"Triolith",25376,"Cluster Platform SL230s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR","National Supercomputer Centre (NSC)","Hewlett-Packard","Sweden","Academic",0,"446,617.6",2375000,0,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","Northern Europe","Europe",94,40,83,"Triolith","Cluster Platform SL230s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR","National Supercomputer Centre (NSC)","Hewlett-Packard","Sweden",2012,"Academic",25376,0,"407240",446617.6,2375000,0,519,784.66,"Cluster","Xeon E5-2660 8C 2.2GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","Northern Europe","Europe",407240
"153",2014-11-01,140,-3.677,153,115,335736,356.82,940.9113839,"Submission","",2014,"Ada",16820,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR","Texas A&M University","IBM","United States","Academic",0,"336400",2257408,0,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","North America","Americas",121,43,121,"Ada","IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR","Texas A&M University","IBM","United States",2014,"Academic",16820,0,"335736",336400,2257408,0,356.82,940.91,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","IBM NeXtScale nx360M4","IBM NeXtScale","Infiniband","Infiniband FDR","North America","Americas",335736
"275",2014-11-01,141,-3.678,275,81,217887,150.96,1443.342607,"Derived","",2014,"Justus bwForCluster",7104,"NEC Green Gem Cluster, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR","Universitaet Ulm","NEC","Germany","Academic",0,"272,793.6",2271744,327936,"Cluster","Xeon E5-2630v3 8C 2.4GHz","Intel Haswell",2400,"Redhat Enterprise Linux 7","Linux","None",8,"Intel Xeon E5 (Haswell)","NEC Green Gem Cluster","NEC Cluster","Infiniband","Infiniband QDR","Western Europe","Europe",NA,44,275,"Justus bwForCluster","NEC Green Gem Cluster, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR","Universitaet Ulm","NEC","Germany",2014,"Academic",7104,0,"217887",272793.6,2271744,327936,NA,NA,"Cluster","Xeon E5-2630v3 8C 2.4GHz","Intel Haswell",2400,"Redhat Enterprise Linux 7","Linux","None",8,"Intel Xeon E5 (Haswell)","NEC Green Gem Cluster","NEC Cluster","Infiniband","Infiniband QDR","Western Europe","Europe",217887
"40",2014-11-01,142,-3.683,40,274,1110000,3980,278.8944724,"Top500","",2011,"Cielo",142272,"Cray XE6, Opteron 6136 8C 2.40GHz, Custom","DOE/NNSA/LANL/SNL","Cray Inc.","United States","Research",0,"1,365,811.2",0,0,"MPP","Opteron 6136 8C 2.4GHz","AMD x86_64",2400,"Linux","Linux","None",8,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","North America","Americas",32,37,6,"Cielo","Cray XE6, Opteron 6136 8C 2.40GHz, Custom","DOE/NNSA/LANL/SNL","Cray Inc.","United States",2011,"Research",142272,0,"1110000",1365811.2,0,0,3980,278.89,"MPP","Opteron 6136 8C 2.4GHz","AMD x86_64",2400,"Linux","Linux","None",8,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","North America","Americas",1110000
"144",2014-11-01,143,-3.685,144,139,350729,400.68,875.3344315,"Submission","",2012,"Pershing",20160,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)","IBM","United States","Government",0,"419328",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",114,40,62,"Pershing","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)","IBM","United States",2012,"Government",20160,0,"350729",419328,0,0,400.68,875.33,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",350729
"127",2014-11-01,144,-3.7,127,182,396700,537,738.7337058,"Top500","",2012,"",22048,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Norwegian University of Science and Technology","SGI","Norway","Academic",0,"458598",2203320,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Northern Europe","Europe",98,39,44,"","SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Norwegian University of Science and Technology","SGI","Norway",2012,"Academic",22048,0,"396700",458598,2203320,0,537,738.73,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Northern Europe","Europe",396700
"109",2014-11-01,145,-3.701,109,210,456648,715.5,638.2222222,"Derived","",2014,"",12960,"Apollo 6000 XL230a, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR","CSC (Center for Scientific Computing)","Hewlett-Packard","Finland","Academic",0,"539136",0,0,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Linux","Linux","None",12,"Intel Xeon E5 (Haswell)","Apollo 6000 XL230a","HP Apollo","Infiniband","Infiniband FDR","Northern Europe","Europe",NA,44,109,"","Apollo 6000 XL230a, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR","CSC (Center for Scientific Computing)","Hewlett-Packard","Finland",2014,"Academic",12960,0,"456648",539136,0,0,NA,NA,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Linux","Linux","None",12,"Intel Xeon E5 (Haswell)","Apollo 6000 XL230a","HP Apollo","Infiniband","Infiniband FDR","Northern Europe","Europe",456648
"58",2014-11-01,146,-3.702,58,268,901900,2800,322.1071429,"Top500","",2011,"Lomonosov",78660,"T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR","Moscow State University - Research Computing Center","T-Platforms","Russia","Academic",29820,"1700210",2150399,0,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2070",6,"Xeon 5600-series (Westmere-EP)","T-Platforms T-Blade2","T-Platforms Cluster","Infiniband","Infiniband","Eastern Europe","Europe",42,37,13,"Lomonosov","T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR","Moscow State University - Research Computing Center","T-Platforms","Russia",2011,"Academic",78660,29820,"901900",1700210,2150399,0,2800,322.11,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2070",6,"Xeon 5600-series (Westmere-EP)","T-Platforms T-Blade2","T-Platforms Cluster","Infiniband","Infiniband","Eastern Europe","Europe",901900
"82",2014-11-01,147,-3.702,82,239,635111,1386.91,457.9323821,"Submission","",2011,"",24576,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","ECMWF","IBM","United Kingdom","Research",0,"754,188.28",0,0,"MPP","POWER7 8C 3.84GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","Northern Europe","Europe",60,38,483,"","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","ECMWF","IBM","United Kingdom",2011,"Research",24576,0,"635111",754188.28,0,0,1386.91,457.93,"MPP","POWER7 8C 3.84GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","Northern Europe","Europe",635111
"83",2014-11-01,148,-3.702,83,240,635111,1386.91,457.9323821,"Submission","",2011,"",24576,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","ECMWF","IBM","United Kingdom","Research",0,"754,188.28",0,0,"MPP","POWER7 8C 3.84GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","Northern Europe","Europe",61,38,55,"","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","ECMWF","IBM","United Kingdom",2011,"Research",24576,0,"635111",754188.28,0,0,1386.91,457.93,"MPP","POWER7 8C 3.84GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","Northern Europe","Europe",635111
"163",2014-11-01,149,-3.703,163,124,318443,349.6,910.8781465,"Submission","",2013,"",16832,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","National Center for Medium Range Weather Forecast","IBM","India","Research",0,"350106",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","South-central Asia","Asia",131,41,89,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","National Center for Medium Range Weather Forecast","IBM","India",2013,"Research",16832,0,"318443",350106,0,0,349.6,910.88,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","South-central Asia","Asia",318443
"155",2014-11-01,150,-3.704,155,149,334377,386.56,865.006726,"Top500","",2012,"",17408,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR","CSIR Fourth Paradigm Institute (CSIR-4PI)","Hewlett-Packard","India","Research",0,"362,086.4",2712832,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Infiniband","Infiniband FDR","South-central Asia","Asia",122,39,58,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR","CSIR Fourth Paradigm Institute (CSIR-4PI)","Hewlett-Packard","India",2012,"Research",17408,0,"334377",362086.4,2712832,0,386.56,865.01,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Infiniband","Infiniband FDR","South-central Asia","Asia",334377
"145",2014-11-01,151,-3.707,145,159,347400,421.2,824.7863248,"Top500","",2012,"Cab",20480,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Lawrence Livermore National Laboratory","Cray Inc.","United States","Research",0,"425984",2168320,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",115,39,46,"Cab","Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Lawrence Livermore National Laboratory","Cray Inc.","United States",2012,"Research",20480,0,"347400",425984,2168320,0,421.2,824.79,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",347400
"158",2014-11-01,152,-3.707,158,140,327347,373.97,875.3295719,"Submission","",2012,"Haise",18816,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Navy DSRC","IBM","United States","Government",0,"391373",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",126,40,72,"Haise","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Navy DSRC","IBM","United States",2012,"Government",18816,0,"327347",391373,0,0,373.97,875.33,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",327347
"159",2014-11-01,153,-3.707,159,141,327347,373.97,875.3295719,"Submission","",2012,"Kilrain",18816,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Navy DSRC","IBM","United States","Government",0,"391373",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",125,40,73,"Kilrain","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Navy DSRC","IBM","United States",2012,"Government",18816,0,"327347",391373,0,0,373.97,875.33,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",327347
"190",2014-11-01,154,-3.711,190,107,288200,294,980.2721088,"Top500","",2012,"RSC Tornado SUSU",28032,"RSC Tornado, Xeon X5680 6C 3.330GHz, Infiniband QDR, Intel Xeon Phi SE10X","South Ural State University","RSC Group","Russia","Academic",23424,"473,640.96",980992,0,"Cluster","Xeon X5680 6C 3.33GHz","Intel Nehalem",3330,"CentOS","Linux","Intel Xeon Phi SE10X",6,"Xeon 5600-series (Westmere-EP)","RSC Tornado","RSC Cluster","Infiniband","Infiniband QDR","Eastern Europe","Europe",156,40,170,"RSC Tornado SUSU","RSC Tornado, Xeon X5680 6C 3.330GHz, Infiniband QDR, Intel Xeon Phi SE10X","South Ural State University","RSC Group","Russia",2012,"Academic",28032,23424,"288200",473640.96,980992,0,294,980.27,"Cluster","Xeon X5680 6C 3.33GHz","Intel Nehalem",3330,"CentOS","Linux","Intel Xeon Phi SE10X",6,"Xeon 5600-series (Westmere-EP)","RSC Tornado","RSC Cluster","Infiniband","Infiniband QDR","Eastern Europe","Europe",288200
"300",2014-11-01,155,-3.714,300,83,201374,145.07,1388.116082,"Top500","",2014,"Zenobe",11424,"bullx B500/B510 cluster, Intel Xeon E5-2697v2 12C 2.7GHz/Xeon x5675, Infiniband QDR","Cenaero","Bull SA","Belgium","Industry",0,"217537",1650000,0,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","bullx B500/B510 cluster","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe",335,43,335,"Zenobe","bullx B500/B510 cluster, Intel Xeon E5-2697v2 12C 2.7GHz/Xeon x5675, Infiniband QDR","Cenaero","Bull SA","Belgium",2014,"Industry",11424,0,"201374",217537,1650000,0,145.07,1388.12,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","bullx B500/B510 cluster","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe",201374
"146",2014-11-01,156,-3.725,146,176,347400,448,775.4464286,"Top500","",2011,"Luna",20480,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Los Alamos National Laboratory","Cray Inc.","United States","Research",0,"425984",2168320,1084160,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"RHEL 6.2","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Xtreme-X GreenBlade GB512X","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",116,38,45,"Luna","Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Los Alamos National Laboratory","Cray Inc.","United States",2011,"Research",20480,0,"347400",425984,2168320,1084160,448,775.45,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"RHEL 6.2","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Xtreme-X GreenBlade GB512X","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",347400
"152",2014-11-01,157,-3.726,152,166,336800,421.2,799.620133,"Top500","",2012,"Pecos",19712,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Sandia National Laboratories","Cray Inc.","United States","Research",0,"410010",2108876,1054438,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",120,39,52,"Pecos","Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Sandia National Laboratories","Cray Inc.","United States",2012,"Research",19712,0,"336800",410010,2108876,1054438,421.2,799.62,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",336800
"176",2014-11-01,158,-3.729,176,142,303965,347.26,875.3239648,"Submission","",2012,"Hercules",17472,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)","IBM","United States","Government",0,"363418",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",142,40,81,"Hercules","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)","IBM","United States",2012,"Government",17472,0,"303965",363418,0,0,347.26,875.32,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",303965
"157",2014-11-01,159,-3.731,157,167,331535,414.8,799.2647059,"Submission","",2014,"",13664,"IBM Flex System p460, POWER7  8C 3.550GHz, Infiniband QDR","China Meteorological Administration","IBM","China","Research",0,"388058",0,0,"Cluster","POWER7  8C 3.55GHz","Power",3550,"AIX","Unix","None",8,"POWER7","IBM Flex System p460","IBM Flex System","Infiniband","Infiniband QDR","Eastern Asia","Asia",124,43,124,"","IBM Flex System p460, POWER7  8C 3.550GHz, Infiniband QDR","China Meteorological Administration","IBM","China",2014,"Research",13664,0,"331535",388058,0,0,414.8,799.26,"Cluster","POWER7  8C 3.55GHz","Power",3550,"AIX","Unix","None",8,"POWER7","IBM Flex System p460","IBM Flex System","Infiniband","Infiniband QDR","Eastern Asia","Asia",331535
"234",2014-11-01,160,-3.742,234,100,245876,236.8,1038.327703,"Top500","",2013,"CASE-2",13440,"SGI ICE X, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR","T-Systems","SGI","Germany","Industry",0,"258048",1885596,0,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"SUSE Linux Enterprise Server 11","Linux","None",12,"Intel Xeon E5 (IvyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Western Europe","Europe",193,42,159,"CASE-2","SGI ICE X, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR","T-Systems","SGI","Germany",2013,"Industry",13440,0,"245876",258048,1885596,0,236.8,1038.33,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"SUSE Linux Enterprise Server 11","Linux","None",12,"Intel Xeon E5 (IvyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Western Europe","Europe",245876
"244",2014-11-01,161,-3.748,244,99,238200,226.8,1050.26455,"Top500","",2012,"Moonlight",14208,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090","Los Alamos National Laboratory","Cray Inc.","United States","Research",9472,"492189",919936,459968,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","NVIDIA 2090",8,"Intel Xeon E5 (SandyBridge)","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",202,39,74,"Moonlight","Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090","Los Alamos National Laboratory","Cray Inc.","United States",2012,"Research",14208,9472,"238200",492189,919936,459968,226.8,1050.26,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","NVIDIA 2090",8,"Intel Xeon E5 (SandyBridge)","Appro Xtreme-X Supercomputer","Appro Xtreme-X","Infiniband","Infiniband QDR","North America","Americas",238200
"96",2014-11-01,162,-3.754,96,234,514900,1081.024,476.307649,"Derived","",2014,"Shepard",38608,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect , Intel Xeon Phi 5120D","Navy DSRC","Cray Inc.","United States","Government",7564,"761,046.4",2809660,0,"MPP","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Cray Linux Environment ","Linux","Intel Xeon Phi 5120D",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","North America","Americas",NA,44,96,"Shepard","Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect , Intel Xeon Phi 5120D","Navy DSRC","Cray Inc.","United States",2014,"Government",38608,7564,"514900",761046.4,2809660,0,NA,NA,"MPP","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Cray Linux Environment ","Linux","Intel Xeon Phi 5120D",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","North America","Americas",514900
