"","top500rank","green500rank.g","rmax.g","power.g","mflopswatt.g","how.g","year.g","name.g","totalcores.g","manufacturer.g","site.g","country.g","rpeak.g","segment.g","acceleratorcoprocessorcores.g","nmax.g","architecture.g","processor.g","processorfamily.g","procfrequency.g","os.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax.t","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"233",233,202,184809,445.2,415.1145553,"Derived",2013,"Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",10176,"Cray Inc.","Knolls Atomic Power Laboratory","United States",211661,"Research",0,1886976,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cray CS300-AC","Cray CS300","Infiniband","Infiniband QDR","North America","Americas",182,41,182,"","Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Knolls Atomic Power Laboratory","Cray Inc.","United States",2013,"Research",10176,0,184809,211661,1886976,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cray CS300-AC","Cray CS300","Infiniband","Infiniband QDR","North America","Americas"
"234",234,362,183379,975,188.0810256,"Top500",2012,"Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",9728,"Dell","Cambridge University","United Kingdom",202342,"Academic",0,1975952,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Dell PowerEdge C6220","Dell PowerEdge Cluster","Infiniband","Infiniband FDR","Northern Europe","Europe",184,39,93,"Darwin","Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Cambridge University","Dell","United Kingdom",2012,"Academic",9728,0,183379,202342,1975952,300000,975,188,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Dell PowerEdge C6220","Dell PowerEdge Cluster","Infiniband","Infiniband FDR","Northern Europe","Europe"
"235",235,403,182746,1296,141.007716,"Derived",2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",17280,"Hewlett-Packard","Computacenter (UK) LTD","United Kingdom",359424,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","Northern Europe","Europe",185,41,185,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Computacenter (UK) LTD","Hewlett-Packard","United Kingdom",2013,"Industry",17280,0,182746,359424,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","Northern Europe","Europe"
"236",236,344,182484,927,196.8543689,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet",16480,"Hewlett-Packard","Government","United States",263680,"Government",0,0,"Cluster","Xeon E5-2650 8C 2.000GHz","Intel SandyBridge",2000,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",186,41,186,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet","Government","Hewlett-Packard","United States",2013,"Government",16480,0,182484,263680,0,0,NA,NA,"Cluster","Xeon E5-2650 8C 2.000GHz","Intel SandyBridge",2000,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"237",237,380,180600,1000,180.6,"Submission",2008,"Dawning 5000A, QC Opteron 1.9 Ghz, Infiniband, Windows HPC 2008",30720,"Dawning","Shanghai Supercomputer Center","China",233472,"Research",0,0,"Cluster","Opteron Quad Core 4C 1.900GHz","AMD x86_64",1900,"Windows HPC 2008","Windows","None",4,"Opteron Quad Core","Dawning 5000A","Dawning Cluster","Infiniband","Infiniband DDR","Eastern Asia","Asia",187,32,11,"Magic Cube","Dawning 5000A, QC Opteron 1.9 Ghz, Infiniband, Windows HPC 2008","Shanghai Supercomputer Center","Dawning","China",2008,"Research",30720,0,180600,233472,0,0,NA,NA,"Cluster","Opteron Quad Core 4C 1.900GHz","AMD x86_64",1900,"Windows HPC 2008","Windows","None",4,"Opteron Quad Core","Dawning 5000A","Dawning Cluster","Infiniband","Infiniband DDR","Eastern Asia","Asia"
"238",238,475,179634.4,2182.18,82.31878214,"Derived",2009,"Cluster Platform 3000 BL2x220, L54xx 2.5 Ghz, Infiniband",24704,"Hewlett-Packard","Government","France",247040,"Government",0,0,"Cluster","Xeon L5420 4C 2.500GHz","Intel Core",2500,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","Cluster Platform 3000 BL 2x220","HP Cluster Platform 3000BL","Infiniband","Infinband DDR 4x","Western Europe","Europe",188,35,25,"","Cluster Platform 3000 BL2x220, L54xx 2.5 Ghz, Infiniband","Government","Hewlett-Packard","France",2009,"Government",24704,0,179634,247040,0,0,NA,NA,"Cluster","Xeon L5420 4C 2.500GHz","Intel Core",2500,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","Cluster Platform 3000 BL 2x220","HP Cluster Platform 3000BL","Infiniband","Infinband DDR 4x","Western Europe","Europe"
"239",239,194,178625,390.07,457.9306278,"Submission",2011,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",6912,"IBM","IBM Poughkeepsie Benchmarking Center","United States",212115,"Vendor",0,0,"MPP","POWER7 8C 3.836GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","North America","Americas",201,37,50,"","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","IBM Poughkeepsie Benchmarking Center","IBM","United States",2011,"Vendor",6912,0,178625,212115,0,0,390,458,"MPP","POWER7 8C 3.836GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","North America","Americas"
"240",240,134,178600,227,786.784141,"Top500",2012,"MEGWARE MiriQuid, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",10080,"Megware","University of Oslo","Norway",209664,"Academic",0,2128896,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","MEGWARE MiriQuid","Megware Cluster","Infiniband","Infiniband FDR","Northern Europe","Europe",189,39,96,"Abel","MEGWARE MiriQuid, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","University of Oslo","Megware","Norway",2012,"Academic",10080,0,178600,209664,2128896,0,227,787,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","MEGWARE MiriQuid","Megware Cluster","Infiniband","Infiniband FDR","Northern Europe","Europe"
"241",241,103,178148,203.52,875.3341195,"Submission",2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",10240,"IBM","National Centers for Environment Prediction","United States",212992,"Research",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",191,40,135,"Gyre","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","National Centers for Environment Prediction","IBM","United States",2012,"Research",10240,0,178148,212992,0,0,204,875,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"242",242,104,178148,203.52,875.3341195,"Submission",2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",10240,"IBM","National Centers for Environment Prediction","United States",212992,"Research",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",190,40,136,"Tide","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","National Centers for Environment Prediction","IBM","United States",2012,"Research",10240,0,178148,212992,0,0,204,875,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"243",243,205,177100,442,400.678733,"Submission",2011,"Acer AR585 F1 Cluster, Opteron 12C 2.2GHz, QDR infiniband",26244,"Acer Group","Taiwan National Center for High-performance Computing","Taiwan",231859,"Research",0,2301696,"Cluster","Opteron 6174 12C 2.200GHz","AMD x86_64",2200,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Acer AR585 F1 Cluster","Acer Group Cluster","Infiniband","Infiniband QDR","Eastern Asia","Asia",193,37,42,"ALPS","Acer AR585 F1 Cluster, Opteron 12C 2.2GHz, QDR infiniband","Taiwan National Center for High-performance Computing","Acer Group","Taiwan",2011,"Research",26244,0,177100,231859,2301696,0,NA,NA,"Cluster","Opteron 6174 12C 2.200GHz","AMD x86_64",2200,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Acer AR585 F1 Cluster","Acer Group Cluster","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"244",244,457,176753.8,1661.4,106.3884676,"Derived",2013,"Cluster Platform DL380p Gen8 , Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet",22152,"Hewlett-Packard","Service Provider","United States",354432,"Industry",0,0,"Cluster","Xeon E5-2620 6C 2.000GHz","Intel SandyBridge",2000,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",NA,42,244,"","Cluster Platform DL380p Gen8 , Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet","Service Provider","Hewlett-Packard","United States",2013,"Industry",22152,0,176754,354432,0,0,NA,NA,"Cluster","Xeon E5-2620 6C 2.000GHz","Intel SandyBridge",2000,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"245",245,401,176420,1248,141.3621795,"Derived",2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",16640,"Hewlett-Packard","IT Services Provider ","United States",346112,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",195,41,195,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2013,"Industry",16640,0,176420,346112,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"246",246,402,176420,1248,141.3621795,"Derived",2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",16640,"Hewlett-Packard","IT Services Provider ","United States",346112,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",194,41,194,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2013,"Industry",16640,0,176420,346112,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"247",247,62,176347.33,177.84,991.6066689,"Submission",2013,"BladeCenter HS23 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR",8976,"IBM","Classified","United States",193882,"Government",0,0,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","BladeCenter HS23 Cluster","IBM BladeCenter","Infiniband","Infiniband QDR","North America","Americas",NA,42,247,"","BladeCenter HS23 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","Classified","IBM","United States",2013,"Government",8976,0,176347,193882,0,0,178,992,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","BladeCenter HS23 Cluster","IBM BladeCenter","Infiniband","Infiniband QDR","North America","Americas"
"248",248,234,176110,655.2,268.7881563,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet",11648,"Hewlett-Packard","IT Service Provider","United States",251597,"Industry",0,0,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",196,41,196,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2013,"Industry",11648,0,176110,251597,0,0,NA,NA,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"249",249,235,176110,655.2,268.7881563,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet",11648,"Hewlett-Packard","IT Service Provider","United States",251597,"Industry",0,0,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",197,41,197,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2013,"Industry",11648,0,176110,251597,0,0,NA,NA,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"250",250,361,173960,922.05,188.6665582,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",16392,"Hewlett-Packard","IT Services Provider (D)","United States",340954,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",198,41,198,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","IT Services Provider (D)","Hewlett-Packard","United States",2013,"Industry",16392,0,173960,340954,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"251",251,452,172862,1597.2,108.2281493,"Derived",2013,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet",21296,"Hewlett-Packard","Software Company (M)","United States",357773,"Industry",0,0,"Cluster","Xeon E5-2450 8C 2.100GHz","Intel SandyBridge",2100,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",199,41,199,"","Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet","Software Company (M)","Hewlett-Packard","United States",2013,"Industry",21296,0,172862,357773,0,0,NA,NA,"Cluster","Xeon E5-2450 8C 2.100GHz","Intel SandyBridge",2100,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"252",252,251,172448,660.15,261.2254791,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",11736,"Hewlett-Packard","IT Service Provider (B)","United States",244109,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",200,41,200,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","IT Service Provider (B)","Hewlett-Packard","United States",2013,"Industry",11736,0,172448,244109,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"253",253,456,172029.2,1612.8,106.6649306,"Derived",2013,"Cluster Platform DL360p Gen8, Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet",21504,"Hewlett-Packard","IT Service Provider","United States",344064,"Industry",0,0,"Cluster","Xeon E5-2620 6C 2.000GHz","Intel SandyBridge",2000,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",NA,42,253,"","Cluster Platform DL360p Gen8, Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet","IT Service Provider","Hewlett-Packard","United States",2013,"Industry",21504,0,172029,344064,0,0,NA,NA,"Cluster","Xeon E5-2620 6C 2.000GHz","Intel SandyBridge",2000,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"254",254,434,171966,1385.1,124.1542127,"Derived",2013,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",18468,"Hewlett-Packard","IT Services Provider ","United States",339811,"Industry",0,0,"Cluster","Xeon E5-2630 6C 2.300GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",202,41,202,"","Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2013,"Industry",18468,0,171966,339811,0,0,NA,NA,"Cluster","Xeon E5-2630 6C 2.300GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"255",255,355,170698,903.6,188.9088092,"Derived",2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",16064,"Hewlett-Packard","IT Service Provider","United States",334131,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",203,40,148,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",16064,0,170698,334131,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"256",256,356,170698,903.6,188.9088092,"Derived",2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",16064,"Hewlett-Packard","IT Service Provider","United States",334131,"Industry",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",204,40,147,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",16064,0,170698,334131,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"257",257,219,168800,510,330.9803922,"Submission",2010,"iDataPlex, Xeon X56xx 6C 2.93 GHz, Infiniband",16320,"IBM","EDF R&D","France",191270.4,"Industry",0,1958400,"Cluster","Xeon X5670 6C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries iDataPlex","IBM iDataPlex","Infiniband","Infiniband","Western Europe","Europe",205,36,37,"Ivanhoe","iDataPlex, Xeon X56xx 6C 2.93 GHz, Infiniband","EDF R&D","IBM","France",2010,"Industry",16320,0,168800,191270,1958400,0,510,331,"Cluster","Xeon X5670 6C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries iDataPlex","IBM iDataPlex","Infiniband","Infiniband","Western Europe","Europe"
