"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","mflopswatt","how.g","year.g","computer.g","name.g","totalcores.g","site.g","manufacturer.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","nmax.g","nhalf.g","architecture.g","processor.g","processorfamily.g","procfrequency.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"301",2014-06-01,241,-4.091,301,216,178625,390.07,457.93,"Submission",2011,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","",6912,"IBM Poughkeepsie Benchmarking Center","IBM","United States","Vendor",0,212115,0,0,"MPP","POWER7 8C 3.84GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","North America","Americas",239,37,50,"","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","IBM Poughkeepsie Benchmarking Center","IBM","United States",2011,"Vendor",6912,0,178625,212115,0,0,390,458,"MPP","POWER7 8C 3.84GHz","Power",3836,"AIX","Unix","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","North America","Americas"
"131",2014-06-01,242,-4.096,131,296,319560.4,1267.2,252.18,"Derived",2011,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, NVIDIA 2090","Keeneland",16896,"Georgia Institute of Technology","Hewlett-Packard","United States","Research",12672,614539.2,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","NVIDIA 2090",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",105,36,118,"Keeneland","Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, NVIDIA 2090","Georgia Institute of Technology","Hewlett-Packard","United States",2011,"Research",16896,12672,319560,614539,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","NVIDIA 2090",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas"
"142",2014-06-01,243,-4.108,142,292,305803,1206,253.57,"Derived",2014,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2 10C 2.8GHz, Infiniband FDR","",16080,"Heavy Industry Company","Hewlett-Packard","Japan","Industry",0,360192,0,0,"Cluster","Intel Xeon E5-2680v2 10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","Eastern Asia","Asia",NA,43,142,"","Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR","Heavy Industry Company","Hewlett-Packard","Japan",2014,"Industry",16080,0,305803,360192,0,0,NA,NA,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","Eastern Asia","Asia"
"387",2014-06-01,244,-4.108,387,207,159000,326.25,487.36,"Derived",2013,"iDataPlex DX360M4, Intel Xeon E5-2650v2 8C 2.6GHz, Infiniband FDR14, NVIDIA K20/K20x, Xeon Phi 5110P","EL GATO",5800,"University of Arizona","IBM","United States","Academic",4360,253892,860160,0,"Cluster","Intel Xeon E5-2650v2 8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","NVIDIA K20/K20x, Xeon Phi 5110P",8,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR14","North America","Americas",336,42,336,"EL GATO","iDataPlex DX360M4, Intel Xeon E5-2650v2  8C 2.6GHz, Infiniband FDR14, NVIDIA K20/K20x, Xeon Phi 5110P","University of Arizona","IBM","United States",2013,"Academic",5800,4360,159000,253892,860160,0,NA,NA,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","NVIDIA K20/K20x, Xeon Phi 5110P",8,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR14","North America","Americas"
"289",2014-06-01,245,-4.111,289,225,184809,445.2,415.11,"Derived",2013,"Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","",10176,"DOE/Bettis Atomic Power Laboratory","Cray Inc.","United States","Research",0,211661,1886976,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cray CS300-AC","Cray CS300","Infiniband","Infiniband QDR","North America","Americas",232,41,181,"","Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","DOE/Bettis Atomic Power Laboratory","Cray Inc.","United States",2013,"Research",10176,0,184809,211661,1886976,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cray CS300-AC","Cray CS300","Infiniband","Infiniband QDR","North America","Americas"
"290",2014-06-01,246,-4.111,290,226,184809,445.2,415.11,"Derived",2013,"Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","",10176,"Knolls Atomic Power Laboratory","Cray Inc.","United States","Research",0,211661,1886976,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cray CS300-AC","Cray CS300","Infiniband","Infiniband QDR","North America","Americas",233,41,182,"","Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Knolls Atomic Power Laboratory","Cray Inc.","United States",2013,"Research",10176,0,184809,211661,1886976,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cray CS300-AC","Cray CS300","Infiniband","Infiniband QDR","North America","Americas"
"384",2014-06-01,247,-4.119,384,209,160100,342.3,467.72,"Top500",2012,"Cray XE6m-200, Opteron 6276 16C 2.300GHz, Cray Gemini interconnect","Hexagon",22272,"University of Bergen","Cray Inc.","Norway","Academic",0,204902.4,0,0,"MPP","Opteron 6276 16C 2.3GHz","AMD x86_64",2300,"Cray Linux Environment","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6m-200","Cray XE","Cray Interconnect","Cray Gemini interconnect","Northern Europe","Europe",281,39,112,"Hexagon","Cray XE6m-200, Opteron 6276 16C 2.300GHz, Cray Gemini interconnect","University of Bergen","Cray Inc.","Norway",2012,"Academic",22272,0,160100,204902,0,0,342,468,"MPP","Opteron 6276 16C 2.3GHz","AMD x86_64",2300,"Cray Linux Environment ","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6m-200","Cray XE","Cray Interconnect","Cray Gemini interconnect","Northern Europe","Europe"
"134",2014-06-01,248,-4.123,134,338,317900,1369.55,232.12,"Derived",2013,"Fujitsu PRIMERGY CX400, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Xeon Phi 3120p","",23478,"Information Technology Center, Nagoya University","Fujitsu","Japan","Academic",10374,465592,2038272,0,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","Intel Xeon Phi 3120p",12,"Intel Xeon E5 (IvyBridge)","Fujitsu PRIMERGY CX400","Fujitsu Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia",108,42,108,"","Fujitsu PRIMERGY CX400, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Xeon Phi 3120p","Information Technology Center, Nagoya University","Fujitsu","Japan",2013,"Academic",23478,10374,317900,465592,2038272,0,NA,NA,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","Intel Xeon Phi 3120p",12,"Intel Xeon E5 (IvyBridge)","Fujitsu PRIMERGY CX400","Fujitsu Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia"
"207",2014-06-01,249,-4.129,207,247,235970.6,768,307.25,"Derived",2014,"Cluster Platform SL210t, Intel Xeon E5-2680v2 10C 2.8GHz, Infiniband QDR","",12800,"Geoscience (P)","Hewlett-Packard","United States","Industry",0,286720,0,0,"Cluster","Intel Xeon E5-2680v2 10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL210t","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","North America","Americas",NA,43,207,"","Cluster Platform SL210t, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband QDR","Geoscience (P)","Hewlett-Packard","United States",2014,"Industry",12800,0,235971,286720,0,0,NA,NA,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL210t","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","North America","Americas"
"272",2014-06-01,250,-4.129,272,233,190900,504,378.77,"Submission",2009,"Blue Gene/P Solution","Shaheen",65536,"King Abdullah University of Science and Technology","IBM","Saudi Arabia","Academic",0,222822.4,0,0,"MPP","PowerPC 450 4C 850MHz","Power",850,"CNK/SLES 9","Mixed","None",4,"PowerPC 450","BlueGene/P","IBM BlueGene","Proprietary Network","Proprietary","Western Asia","Asia",214,33,14,"Shaheen","Blue Gene/P Solution","King Abdullah University of Science and Technology","IBM","Saudi Arabia",2009,"Academic",65536,0,190900,222822,0,0,504,379,"MPP","PowerPC 450 4C 850MHz","Power",850,"CNK/SLES 9","Mixed","None",4,"PowerPC 450","BlueGene/P","IBM BlueGene","Proprietary Network","Proprietary","Western Asia","Asia"
"105",2014-06-01,251,-4.13,105,382,371738.3,1917.6,193.86,"Derived",2012,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","",25568,"Energy Company","Hewlett-Packard","United States","Industry",0,531814,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",85,40,60,"","Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Energy Company","Hewlett-Packard","United States",2012,"Industry",25568,0,371738,531814,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas"
"398",2014-06-01,252,-4.13,398,217,158100,346.5,456.28,"Derived",2014,"Cluster Platform SL250s Gen8, Intel Xeon E5-2680v2 10C 2.8GHz, Infiniband FDR, Nvidia K40m","Maverick",4620,"Texas Advanced Computing Center/Univ. of Texas","Hewlett-Packard","United States","Academic",1980,247896,557568,0,"Cluster","Intel Xeon E5-2680v2 10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","Nvidia K40m",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",NA,43,398,"Maverick","Cluster Platform SL250s Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Nvidia K40m","Texas Advanced Computing Center/Univ. of Texas","Hewlett-Packard","United States",2014,"Academic",4620,1980,158100,247896,557568,0,NA,NA,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","Nvidia K40m",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas"
"136",2014-06-01,253,-4.132,136,342,316846.8,1399.5,226.4,"Derived",2014,"Cluster Platform SL250s Gen8, Intel Xeon E5-2670v2 10C 2.5GHz, Infiniband FDR","",18660,"IT Service Provider","Hewlett-Packard","India","Industry",0,373200,0,0,"Cluster","Intel Xeon E5-2670v2 10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","South-central Asia","Asia",NA,43,136,"","Cluster Platform SL250s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR","IT Service Provider","Hewlett-Packard","India",2014,"Industry",18660,0,316847,373200,0,0,NA,NA,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","South-central Asia","Asia"
"305",2014-06-01,254,-4.135,305,229,177100,442,400.68,"Submission",2011,"Acer AR585 F1 Cluster, Opteron 12C 2.2GHz, QDR infiniband","ALPS",26244,"Taiwan National Center for High-performance Computing","Acer Group","Taiwan","Research",0,231859,2301696,0,"Cluster","Opteron 6174 12C 2.2GHz","AMD x86_64",2200,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours""","Acer AR585 F1 Cluster","Acer Group Cluster","Infiniband","Infiniband QDR","Eastern Asia","Asia",243,37,42,"ALPS","Acer AR585 F1 Cluster, Opteron 12C 2.2GHz, QDR infiniband","Taiwan National Center for High-performance Computing","Acer Group","Taiwan",2011,"Research",26244,0,177100,231859,2301696,0,NA,NA,"Cluster","Opteron 6174 12C 2.2GHz","AMD x86_64",2200,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Acer AR585 F1 Cluster","Acer Group Cluster","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"162",2014-06-01,255,-4.137,162,295,279738,1108.8,252.29,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","",19712,"IT Service Provider (B)","Hewlett-Packard","United States","Industry",0,410010,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",132,41,104,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","IT Service Provider (B)","Hewlett-Packard","United States",2013,"Industry",19712,0,279738,410010,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"166",2014-06-01,256,-4.14,166,293,276419.3,1094.4,252.58,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","",19456,"Service Provider","Hewlett-Packard","United States","Industry",0,404685,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",135,42,135,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Service Provider","Hewlett-Packard","United States",2013,"Industry",19456,0,276419,404685,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"177",2014-06-01,257,-4.154,177,290,263165,1037.25,253.71,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","",18440,"IT Service Provider (D)","Hewlett-Packard","United States","Industry",0,383552,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",146,41,114,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","IT Service Provider (D)","Hewlett-Packard","United States",2013,"Industry",18440,0,263165,383552,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"178",2014-06-01,258,-4.154,178,289,263060.4,1036.8,253.72,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","",18432,"IT Service Provider (C)","Hewlett-Packard","Canada","Industry",0,383386,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",147,42,147,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","IT Service Provider (C)","Hewlett-Packard","Canada",2013,"Industry",18432,0,263060,383386,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"189",2014-06-01,259,-4.154,189,270,251780,949.05,265.3,"Derived",2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","",16872,"IT Service Provider (D)","Hewlett-Packard","United States","Industry",0,350938,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",154,41,120,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","IT Service Provider (D)","Hewlett-Packard","United States",2013,"Industry",16872,0,251780,350938,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"180",2014-06-01,260,-4.155,180,288,261631,1030,254.01,"Submission",2009,"xSeries iDataPlex, Xeon E5540 4C 2.53GHz, Infiniband","GPC",30912,"SciNet/University of Toronto/Compute Canada","IBM","Canada","Research",0,312829.44,2526944,0,"Cluster","Xeon E5540 4C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","xSeries iDataPlex","IBM iDataPlex","Infiniband","Infiniband","North America","Americas",148,33,16,"GPC","xSeries iDataPlex, Xeon E5540 4C 2.53GHz, Infiniband","SciNet/University of Toronto/Compute Canada","IBM","Canada",2009,"Research",30912,0,261631,312829,2526944,0,1030,254,"Cluster","Xeon E5540 4C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","xSeries iDataPlex","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"73",2014-06-01,261,-4.158,73,437,499226.1,3780,132.07,"Derived",2013,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2 10C 2.800GHz, Gigabit Ethernet","",50400,"Energy Company (D)","Hewlett-Packard","United States","Industry",0,1128960,0,0,"Cluster","Intel Xeon E5-2680v2 10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",62,42,62,"","Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.800GHz, Gigabit Ethernet","Energy Company (D)","Hewlett-Packard","United States",2013,"Industry",50400,0,499226,1128960,0,0,NA,NA,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"161",2014-06-01,262,-4.16,161,337,280895,1205.55,233,"Derived",2014,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.5GHz, 10G Ethernet","",21432,"IT Service Provider","Hewlett-Packard","Netherlands","Industry",0,428640,0,0,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Western Europe","Europe",NA,43,161,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.5GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","Netherlands",2014,"Industry",21432,0,280895,428640,0,0,NA,NA,"Cluster","Xeon E5-2640 6C 2.5GHz","Intel SandyBridge",2500,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Western Europe","Europe"
"148",2014-06-01,263,-4.162,148,352,295767,1344,220.06,"Derived",2014,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet","",17920,"Service Provider","Hewlett-Packard","Korea, South","Industry",0,430080,0,0,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Eastern Asia","Asia",NA,43,148,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet","Service Provider","Hewlett-Packard","Korea, South",2014,"Industry",17920,0,295767,430080,0,0,NA,NA,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Eastern Asia","Asia"
"149",2014-06-01,264,-4.162,149,353,295767,1344,220.06,"Derived",2014,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet","",17920,"Service Provider","Hewlett-Packard","Korea, South","Industry",0,430080,0,0,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Eastern Asia","Asia",NA,43,149,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet","Service Provider","Hewlett-Packard","Korea, South",2014,"Industry",17920,0,295767,430080,0,0,NA,NA,"Cluster","Intel Xeon E5-2690v2 10C 3GHz","Intel IvyBridge",3000,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","Eastern Asia","Asia"
